,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8483,8485,Create,PS3,2010.0,Action,Electronic Arts,0.11,0.03,0.0,0.02,0.16
14926,14929,Ghost Pirates of Vooju Island,PC,2009.0,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02
14622,14625,The Croods: Prehistoric Party!,WiiU,2013.0,Misc,D3Publisher,0.01,0.01,0.0,0.0,0.03
7322,7324,Namco Museum: 50th Anniversary,GC,2005.0,Misc,Namco Bandai Games,0.17,0.04,0.0,0.01,0.21
9945,9947,Buffy the Vampire Slayer: Chaos Bleeds,XB,2003.0,Action,Vivendi Games,0.09,0.03,0.0,0.0,0.12
11276,11278,America's Army: True Soldiers,X360,2007.0,Shooter,Ubisoft,0.08,0.0,0.0,0.01,0.08
5457,5459,Deathtrap Dungeon,PS,1998.0,Action,Eidos Interactive,0.19,0.13,0.0,0.02,0.33
11630,11632,Ultimate Duck Hunting,Wii,2009.0,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.08
11960,11962,The Legend of Heroes VII: The Trail of Zero,PSV,2012.0,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07
3417,3419,SoulCalibur V,X360,2012.0,Fighting,Namco Bandai Games,0.39,0.14,0.02,0.04,0.59
2669,2671,Boxing,2600,1980.0,Fighting,Activision,0.72,0.04,0.0,0.01,0.77
11387,11389,J-League Winning Eleven 2009: Club Championship,PS2,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08
11546,11548,Wordfish,DS,2008.0,Puzzle,Ubisoft,0.07,0.0,0.0,0.01,0.08
13327,13329,Billy the Wizard: Rocket Broomstick Racing,Wii,2007.0,Racing,Metro 3D,0.04,0.0,0.0,0.0,0.05
1108,1110,Super Scope 6,SNES,1991.0,Shooter,Nintendo,1.06,0.38,0.15,0.05,1.65
10790,10792,Jikkyou Powerful Pro Yakyuu 11,GC,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.1
14813,14816,Kisuato,PSV,2015.0,Adventure,TGL,0.0,0.0,0.03,0.0,0.03
7195,7197,Shinobi,3DS,2011.0,Platform,Sega,0.14,0.07,0.0,0.02,0.22
10688,10690,Petz Hamsterz Superstarz,DS,2009.0,Simulation,Ubisoft,0.09,0.0,0.0,0.01,0.1
7981,7983,La Pucelle: Tactics,PS2,2002.0,Role-Playing,Tecmo Koei,0.09,0.07,0.0,0.02,0.19
8082,8084,Pro Yaky? Spirits 2011,PS3,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
7627,7629,Shining Hearts,PSP,2010.0,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2
15131,15134,Serious Sam HD: Gold Edition,PC,2010.0,Shooter,Devolver Digital,0.0,0.02,0.0,0.0,0.02
9623,9625,Ben 10 Galactic Racing,Wii,2011.0,Racing,D3Publisher,0.08,0.03,0.0,0.01,0.13
15714,15717,This War of Mine,PS4,2016.0,Action,Deep Silver,0.0,0.01,0.0,0.0,0.02
15075,15078,Shaman King: Chou Senjiryokketsu 3,GBA,2002.0,Role-Playing,King Records,0.0,0.0,0.02,0.0,0.02
16256,16259,Conflict: Denied Ops,PC,2008.0,Shooter,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
1306,1308,Donkey Kong,2600,1981.0,Platform,Coleco,1.36,0.08,0.0,0.02,1.46
14273,14276,Beyond the Labyrinth,3DS,0.0,Role-Playing,Unknown,0.0,0.0,0.03,0.0,0.03
4811,4813,Battalion Wars,GC,2005.0,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4
5146,5148,Trauma Center: Under the Knife,DS,2005.0,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.37
2715,2717,That's So Raven,GBA,2004.0,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76
16530,16533,Sébastien Loeb Rally Evo,XOne,2016.0,Racing,Milestone S.r.l,0.0,0.01,0.0,0.0,0.01
6522,6524,Nightmare Creatures,N64,1996.0,Action,Activision,0.21,0.05,0.0,0.0,0.26
3353,3355,Secret Agent Clank,PS2,2009.0,Platform,Sony Computer Entertainment,0.13,0.18,0.0,0.29,0.6
8401,8403,Mega Man Network Transmission,GC,2003.0,Platform,Capcom,0.13,0.03,0.0,0.0,0.17
10533,10535,Dora & Kai-Lan's Pet Shelter,DS,2011.0,Strategy,Take-Two Interactive,0.08,0.01,0.0,0.01,0.1
7063,7065,AKB1/149: Love Election,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
9920,9922,SD Gundam G Generation-F.I.F,PS,2001.0,Strategy,Namco Bandai Games,0.0,0.0,0.11,0.01,0.12
3934,3936,Euro Truck Simulator,PC,2008.0,Simulation,Rondomedia,0.0,0.42,0.0,0.09,0.51
14504,14507,Downstream Panic!,PSP,2008.0,Action,Atari,0.03,0.0,0.0,0.0,0.03
2566,2568,Star Wars Rogue Squadron III: Rebel Strike,GC,2003.0,Simulation,LucasArts,0.62,0.16,0.0,0.02,0.8
5305,5307,Sniper: Ghost Warrior 2,PS3,2013.0,Shooter,City Interactive,0.05,0.19,0.03,0.07,0.35
8360,8362,Gallop Racer 2001,PS2,2001.0,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17
14139,14141,World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006.0,Misc,Activision,0.02,0.01,0.0,0.0,0.03
5040,5042,Iron Man 2,PSP,2010.0,Action,Sega,0.18,0.12,0.0,0.07,0.38
12562,12564,Disney Planes Fire & Rescue,Wii,2014.0,Action,Disney Interactive Studios,0.0,0.05,0.0,0.0,0.06
6736,6738,Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006.0,Adventure,Ubisoft,0.12,0.09,0.0,0.03,0.25
16346,16349,Dinotopia: The Sunstone Odyssey,XB,2003.0,Action,TDK Mediactive,0.01,0.0,0.0,0.0,0.01
13870,13872,Sega Rally 2006,PS2,0.0,Racing,Unknown,0.0,0.0,0.04,0.0,0.04
13670,13672,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
4037,4039,The Sims,GC,2003.0,Simulation,Electronic Arts,0.35,0.13,0.0,0.01,0.49
225,226,Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68
8628,8630,NCAA Final Four 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16
1,2,Super Mario Bros.,NES,1985.0,Platform,Nintendo,29.08,3.58,6.81,0.77,40.24
596,597,WWE SmackDown vs. RAW 2007,PS2,2006.0,Fighting,THQ,1.4,0.88,0.03,0.26,2.58
13838,13840,Yuki Yuna is a Hero: Memory of the Forest,PSV,2015.0,Action,FuRyu,0.0,0.0,0.04,0.0,0.04
7922,7924,Mushroom Men: The Spore Wars,Wii,2008.0,Action,SouthPeak Games,0.17,0.01,0.0,0.01,0.19
14606,14609,Detective Opera: Milky Holmes 2,PSP,2012.0,Adventure,BushiRoad,0.0,0.0,0.03,0.0,0.03
14747,14750,Pro Evolution Soccer 2012,3DS,2011.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03
13432,13434,Pool Hall Pro,Wii,2009.0,Sports,Playlogic Game Factory,0.04,0.0,0.0,0.0,0.05
10141,10143,Truth or Lies,X360,2010.0,Misc,THQ,0.07,0.03,0.0,0.01,0.11
4318,4320,Jikkyou Powerful Pro Yakyuu 12,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45
11712,11714,WRC 5: FIA World Rally Championship,PSV,2015.0,Sports,Bigben Interactive,0.0,0.06,0.0,0.02,0.08
9743,9745,Lunar: Dragon Song,DS,2005.0,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12
4796,4798,Defender,PS2,2002.0,Misc,Midway Games,0.2,0.15,0.0,0.05,0.4
15166,15169,Aegis of Earth: Protonovus Assault,PS4,2016.0,Action,PQube,0.02,0.0,0.0,0.0,0.02
891,893,Watch Dogs,PS3,2014.0,Action,Ubisoft,0.56,0.89,0.1,0.37,1.93
4510,4512,Rock Band 4,XOne,2015.0,Misc,Harmonix Music Systems,0.35,0.04,0.0,0.04,0.43
10483,10485,Momotarou Dentetsu 16,Wii,2007.0,Misc,Hudson Soft,0.0,0.0,0.1,0.0,0.1
8186,8188,Star Wars: Battlefront II,PC,2005.0,Shooter,LucasArts,0.02,0.13,0.0,0.03,0.18
10436,10438,Thrillville: Off the Rails,PSP,2007.0,Strategy,LucasArts,0.09,0.0,0.0,0.01,0.1
10714,10716,Rocky: Legends,XB,2004.0,Action,Ubisoft,0.07,0.02,0.0,0.0,0.1
12625,12627,Steins Gate: Hiyoku Renri no Darling,PSP,2012.0,Action,5pb,0.0,0.0,0.06,0.0,0.06
7840,7842,Darkstalkers 3,PS,1998.0,Fighting,Capcom,0.11,0.07,0.0,0.01,0.19
7677,7679,Taiko no Tatsujin: Go! Go! Godaime,PS2,2004.0,Misc,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2
2510,2512,DJ Hero 2,X360,2010.0,Misc,Activision,0.64,0.12,0.0,0.06,0.82
2925,2927,World of Zoo,DS,2009.0,Simulation,THQ,0.43,0.2,0.0,0.06,0.7
13827,13829,Herc's Adventures,PS,1997.0,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.04
4449,4451,Blood Omen: Legacy of Kain,PS,1996.0,Role-Playing,Crystal Dynamics,0.25,0.17,0.0,0.03,0.44
6803,6805,Namco Tennis Smash Court,PS,1995.0,Sports,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.24
13938,13940,Tenshou Gakuen Gekkouroku,PS2,2006.0,Adventure,Asmik Ace Entertainment,0.0,0.0,0.04,0.0,0.04
6853,6855,Grand Slam Tennis 2,PS3,2012.0,Sports,Electronic Arts,0.09,0.11,0.0,0.04,0.24
10982,10984,Running Wild,PS,1997.0,Racing,989 Studios,0.05,0.03,0.0,0.01,0.09
7452,7454,LEGO The Hobbit,PSV,2014.0,Action,Warner Bros. Interactive Entertainment,0.03,0.13,0.0,0.05,0.21
2040,2042,Pong: The Next Level,PS,1998.0,Puzzle,Hasbro Interactive,0.56,0.38,0.0,0.07,1.01
9429,9431,SpongeBob's Surf & Skate Roadtrip,DS,2011.0,Action,THQ,0.11,0.02,0.0,0.01,0.13
12935,12937,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010.0,Action,Hudson Soft,0.0,0.0,0.05,0.0,0.05
15260,15263,PopCap Hits!,X360,2011.0,Misc,PopCap Games,0.0,0.02,0.0,0.0,0.02
11588,11590,Pocket Dogs,GBA,2004.0,Misc,Agatsuma Entertainment,0.06,0.02,0.0,0.0,0.08
16216,16219,Bakumatsu Rock,PSP,2014.0,Action,Marvelous Entertainment,0.0,0.0,0.01,0.0,0.01
12965,12967,Kamen Rider: Dragon Knight,DS,2009.0,Fighting,D3Publisher,0.05,0.0,0.0,0.0,0.05
15066,15069,DemiKids: Light Version,GBA,2002.0,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02
5767,5769,Shrek's Carnival Craze Party Games,Wii,2008.0,Misc,Activision,0.28,0.0,0.0,0.02,0.31
8249,8251,Dungeon Siege III,PC,2011.0,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17
9584,9586,Advent Rising,XB,2005.0,Action,THQ,0.1,0.03,0.0,0.0,0.13
10324,10326,Attack of the Movies 3D,Wii,2010.0,Shooter,Majesco Entertainment,0.1,0.0,0.0,0.01,0.11
1410,1412,Dave Mirra Freestyle BMX 2,PS2,2001.0,Sports,Acclaim Entertainment,0.67,0.53,0.0,0.18,1.38
11791,11793,Saint Seiya: Brave Soldiers,PS3,2013.0,Fighting,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07
3333,3335,New Play Control! Pikmin 2,Wii,2009.0,Strategy,Nintendo,0.11,0.14,0.33,0.02,0.6
2479,2481,Q*bert,PS,1999.0,Puzzle,Atari,0.46,0.32,0.0,0.05,0.84
8437,8439,Mousetrap / Operation / Simon,GBA,2005.0,Misc,DSI Games,0.12,0.04,0.0,0.0,0.17
13007,13009,Prism: Light the Way,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.05
7399,7401,The Fairly OddParents: Breakin' Da Rules,GC,2003.0,Platform,THQ,0.16,0.04,0.0,0.01,0.21
15171,15174,Kung Fu Panda: Showdown of Legendary Legends,PS3,2015.0,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02
15394,15397,Anima - Gate of Memories,PS4,2016.0,Action,Avanquest,0.0,0.02,0.0,0.0,0.02
869,871,Kirby Squeak Squad,DS,2006.0,Platform,Nintendo,0.79,0.03,1.05,0.08,1.96
11998,12000,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,2013.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
2698,2700,SoulCalibur V,PS3,2012.0,Fighting,Namco Bandai Games,0.35,0.24,0.07,0.1,0.76
13546,13548,WSC Real 11: World Snooker Championship,X360,2011.0,Sports,Koch Media,0.0,0.04,0.0,0.01,0.04
10440,10442,F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1
7742,7744,The King of Fighters XI,PS2,2006.0,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19
8832,8834,Indigo Prophecy,PS2,2005.0,Adventure,Atari,0.07,0.06,0.0,0.02,0.15
8603,8605,Rapala Pro Fishing,XB,2004.0,Sports,Zoo Digital Publishing,0.12,0.03,0.0,0.01,0.16
14232,14235,Emma at the Farm,DS,2008.0,Adventure,Aspyr,0.03,0.0,0.0,0.0,0.03
56,57,Grand Theft Auto IV,PS3,2008.0,Action,Take-Two Interactive,4.76,3.76,0.44,1.62,10.57
16082,16085,Sakura Sakura: Haru Urara,PSP,2010.0,Adventure,GN Software,0.0,0.0,0.01,0.0,0.01
6502,6504,Smart Girl's Playhouse,DS,2007.0,Misc,505 Games,0.24,0.0,0.0,0.02,0.26
11383,11385,Robotron X,PS,1996.0,Shooter,GT Interactive,0.05,0.03,0.0,0.01,0.08
3377,3379,Major League Baseball 2K7,PS2,2007.0,Sports,Spike,0.29,0.23,0.0,0.08,0.6
4596,4598,Harry Potter and the Deathly Hallows - Part 1,DS,2010.0,Action,Electronic Arts,0.2,0.19,0.0,0.04,0.42
12669,12671,Generation of Chaos,PSP,2005.0,Role-Playing,Midas Interactive Entertainment,0.05,0.0,0.0,0.0,0.06
2260,2262,Assassin's Creed,PC,2008.0,Adventure,Ubisoft,0.01,0.83,0.0,0.08,0.92
6036,6038,Turning Point: Fall of Liberty,X360,2008.0,Shooter,Codemasters,0.23,0.04,0.0,0.02,0.29
14646,14649,Botanicula,PC,2012.0,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03
7245,7247,Kartia: The Word of Fate,PS,1998.0,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22
3856,3858,Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52
8139,8141,Chuck E. Cheese's Party Games,DS,2010.0,Misc,UFO Interactive,0.17,0.0,0.0,0.01,0.18
7143,7145,Killer is Dead,PS3,2013.0,Action,Deep Silver,0.12,0.04,0.05,0.02,0.22
14226,14229,Night Head: The Labyrinth,PS,1995.0,Adventure,Fuji,0.0,0.0,0.03,0.0,0.03
4497,4499,Madden NFL 2002,N64,2001.0,Sports,Electronic Arts,0.41,0.02,0.0,0.0,0.43
10107,10109,Invizimals: The Lost Tribes,PSP,2011.0,Action,Sony Computer Entertainment,0.0,0.08,0.0,0.04,0.11
2671,2673,Dragon Ball: Raging Blast,PS3,2009.0,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77
15887,15890,Romance of the Three Kingdoms XII,WiiU,2012.0,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
12952,12954,The Bureau: XCOM Declassified,PC,2013.0,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05
14605,14608,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,2009.0,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03
5869,5871,The Sims 2,PC,2004.0,Simulation,Electronic Arts,0.02,0.24,0.0,0.05,0.3
6120,6122,The Warriors,XB,2005.0,Action,Take-Two Interactive,0.21,0.06,0.0,0.01,0.28
13962,13964,World of Tanks,X360,0.0,Shooter,Unknown,0.0,0.03,0.0,0.0,0.04
9853,9855,PixelJunk Monsters Deluxe,PSP,2010.0,Strategy,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
4170,4172,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,2011.0,Role-Playing,Square Enix,0.0,0.0,0.47,0.0,0.47
7156,7158,Kidz Bop Dance Party! The Video Game,Wii,2010.0,Misc,D3Publisher,0.21,0.0,0.0,0.01,0.22
15291,15294,Stormrise,PC,2009.0,Strategy,Sega,0.0,0.02,0.0,0.0,0.02
5978,5980,Fisherman's Bait 2: Big Ol' Bass,PS,1999.0,Sports,Konami Digital Entertainment,0.16,0.11,0.0,0.02,0.29
16405,16408,The Wild West,DS,2007.0,Action,Majesco Entertainment,0.01,0.0,0.0,0.0,0.01
12110,12112,Army Men: RTS,GC,2004.0,Strategy,Global Star,0.05,0.01,0.0,0.0,0.07
169,170,Final Fantasy XIII,PS3,2009.0,Role-Playing,Square Enix,1.74,1.24,1.87,0.52,5.36
8432,8434,TransFormers Animated: The Game,DS,2008.0,Action,Activision,0.15,0.01,0.0,0.01,0.17
9293,9295,World Tour Soccer 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
14878,14881,Judge Dredd: Dredd Vs Death,PS2,2003.0,Shooter,BAM! Entertainment,0.01,0.01,0.0,0.0,0.03
14450,14453,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
8450,8452,Cubivore: Survival of the Fittest,GC,2002.0,Adventure,Nintendo,0.01,0.0,0.15,0.0,0.17
13552,13554,Get Up and Dance,PS3,2011.0,Misc,O-Games,0.03,0.01,0.0,0.0,0.04
13052,13054,Summon Night X: Tears Crown,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
3747,3749,Epic Mickey 2: The Power of Two,X360,2012.0,Action,Disney Interactive Studios,0.32,0.17,0.0,0.04,0.54
6956,6958,Naruto: Path of the Ninja 2,DS,2006.0,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23
1678,1680,SolarStriker,GB,1989.0,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2
13337,13339,Clever Kids: Creepy Crawlies,DS,2009.0,Action,Midas Interactive Entertainment,0.0,0.04,0.0,0.0,0.05
15785,15788,Colin McRae Rally 2005,PC,2004.0,Racing,Codemasters,0.0,0.01,0.0,0.0,0.02
8889,8891,Scooby-Doo! Mystery Mayhem,XB,2004.0,Action,THQ,0.11,0.03,0.0,0.01,0.15
6968,6970,Jet X20,PS2,0.0,Racing,Unknown,0.11,0.09,0.0,0.03,0.23
8287,8289,MX World Tour Featuring Jamie Little,PS2,2005.0,Racing,Play It,0.08,0.07,0.0,0.02,0.17
10031,10033,SingStar Latino,PS3,2009.0,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.11
8038,8040,Amplitude,PS2,2003.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18
13747,13749,Dragon's Lair 3D: Return to the Lair,GC,2002.0,Platform,THQ,0.03,0.01,0.0,0.0,0.04
6994,6996,Dynasty Warriors: Gundam Reborn,PS3,2013.0,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23
9052,9054,Star Ocean: Blue Sphere,GB,2001.0,Role-Playing,Enix Corporation,0.0,0.0,0.14,0.0,0.14
12061,12063,Crazy Taxi 2,DC,2001.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07
2662,2664,Caesars Palace 2000: Millennium Gold Edition,PS,2000.0,Misc,Interplay,0.43,0.29,0.0,0.05,0.77
14520,14523,Star Trek: Tactical Assault,PSP,2006.0,Strategy,Ubisoft,0.02,0.01,0.0,0.0,0.03
15696,15699,Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02
3270,3272,XGRA: Extreme G-Racing Association,PS2,2004.0,Racing,Eidos Interactive,0.3,0.24,0.0,0.08,0.62
6072,6074,Surf's Up,PS2,2007.0,Sports,Ubisoft,0.14,0.11,0.0,0.04,0.29
16453,16456,Winx Club: Saving Alfea,3DS,2014.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
12749,12751,Tom Clancy's Rainbow Six: Critical Hour,XB,0.0,Shooter,Unknown,0.04,0.01,0.0,0.0,0.06
5917,5919,Reel Fishing: Angler's Dream,Wii,2009.0,Sports,Zushi Games,0.26,0.01,0.0,0.02,0.3
9456,9458,Naruto Shippuden: Kizuna Drive,PSP,2010.0,Action,Namco Bandai Games,0.04,0.02,0.05,0.02,0.13
12314,12316,Rayman: Hoodlum's Revenge,GBA,2005.0,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06
7443,7445,The Last Airbender,Wii,2010.0,Action,THQ,0.12,0.07,0.0,0.02,0.21
8694,8696,Bust-A-Move Bash!,Wii,2007.0,Puzzle,505 Games,0.13,0.01,0.0,0.01,0.16
2695,2697,Mortal Kombat,PSV,2012.0,Fighting,Warner Bros. Interactive Entertainment,0.47,0.18,0.0,0.12,0.76
14799,14802,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010.0,Strategy,Irem Software Engineering,0.0,0.0,0.03,0.0,0.03
2276,2278,Avatar: The Game,PS3,2009.0,Action,Ubisoft,0.32,0.43,0.0,0.16,0.91
1577,1579,Brian Lara Cricket,PS,1998.0,Sports,Codemasters,0.02,1.13,0.01,0.1,1.26
9071,9073,Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012.0,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14
2713,2715,Mortal Kombat: Deception,XB,2004.0,Fighting,Midway Games,0.61,0.12,0.0,0.03,0.76
14924,14927,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
5027,5029,Risk: Global Domination,PS2,2003.0,Strategy,Atari,0.19,0.15,0.0,0.05,0.38
5236,5238,Dance Dance Revolution 3rdMix,PS,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.33,0.02,0.36
2187,2189,Guitar Hero: Metallica,Wii,2009.0,Misc,Activision,0.41,0.43,0.0,0.1,0.95
13889,13891,Sleepover Party,Wii,2009.0,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04
6516,6518,Etrian Odyssey Untold: The Millennium Girl,3DS,2013.0,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26
13085,13087,Apassionata: Die Galanacht der Pferde,DS,2009.0,Simulation,RTL,0.0,0.04,0.0,0.01,0.05
8678,8680,Culdcept,3DS,2012.0,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16
5074,5076,Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011.0,Role-Playing,Ghostlight,0.28,0.01,0.06,0.02,0.38
7607,7609,Saints Row IV,XOne,2015.0,Action,Deep Silver,0.1,0.09,0.0,0.02,0.2
11200,11202,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005.0,Adventure,Disney Interactive Studios,0.06,0.02,0.0,0.0,0.09
9502,9504,MLB 13: The Show,PSV,2013.0,Sports,Sony Computer Entertainment,0.11,0.0,0.0,0.02,0.13
16207,16210,Duel Love: Koisuru Otome wa Shouri no Megami,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
6533,6535,Tony Hawk: Shred,X360,2010.0,Sports,Activision,0.17,0.07,0.0,0.02,0.26
6019,6021,Ys: Memories of Celceta,PSV,2012.0,Action,Nihon Falcom Corporation,0.15,0.01,0.1,0.04,0.29
1475,1477,Triple Play 2001,PS,2000.0,Sports,Electronic Arts,0.74,0.5,0.0,0.09,1.33
7344,7346,Baja: Edge of Control,PS3,2008.0,Racing,THQ,0.1,0.08,0.0,0.04,0.21
5177,5179,Robots,PS2,2005.0,Action,Vivendi Games,0.18,0.14,0.0,0.05,0.36
4691,4693,MLB 10: The Show,PS2,2010.0,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41
1386,1388,Battlefield 4,PC,2013.0,Shooter,Electronic Arts,0.38,0.86,0.0,0.16,1.4
9369,9371,Transformers: Devastation,XOne,2015.0,Action,Activision,0.09,0.03,0.0,0.01,0.13
2192,2194,Lego Batman 3: Beyond Gotham,X360,2014.0,Action,Warner Bros. Interactive Entertainment,0.48,0.38,0.0,0.08,0.95
3393,3395,Medal of Honor: Frontline,GC,2002.0,Shooter,Electronic Arts,0.46,0.12,0.0,0.02,0.59
12771,12773,A-Train 6,PS2,2000.0,Strategy,Midas Interactive Entertainment,0.0,0.0,0.06,0.0,0.06
15915,15918,Dream Dancer,DS,0.0,Misc,Unknown,0.01,0.0,0.0,0.0,0.02
3849,3851,IL-2 Sturmovik: Birds of Prey,X360,2009.0,Simulation,505 Games,0.23,0.24,0.0,0.05,0.52
7328,7330,Final Fantasy Fables: Chocobo's Dungeon,Wii,2007.0,Role-Playing,Square Enix,0.09,0.0,0.11,0.01,0.21
10424,10426,Pro Yaky? Spirits 2010,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
14674,14677,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010.0,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03
1750,1752,Jet Force Gemini,N64,1999.0,Shooter,Nintendo,0.78,0.28,0.07,0.02,1.16
6760,6762,Sorry! / Aggravation / Scrabble Junior,GBA,2005.0,Misc,Zoo Digital Publishing,0.18,0.07,0.0,0.0,0.25
8481,8483,Rio,DS,2011.0,Misc,THQ,0.12,0.03,0.0,0.01,0.16
5379,5381,Hitman: Contracts,XB,2004.0,Shooter,Eidos Interactive,0.26,0.07,0.0,0.01,0.34
1281,1283,Mass Effect 2,PS3,2011.0,Role-Playing,Electronic Arts,0.78,0.47,0.03,0.2,1.48
8285,8287,SWAT: Global Strike Team,XB,2003.0,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17
11978,11980,Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,2014.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11304,11306,PAC-MAN and the Ghostly Adventures,X360,2013.0,Platform,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08
7493,7495,Power Rangers: Wild Force,GBA,2002.0,Action,THQ,0.15,0.05,0.0,0.0,0.21
10941,10943,Crash Boom Bang!,DS,2006.0,Misc,Vivendi Games,0.07,0.01,0.0,0.01,0.09
14937,14940,The Idolmaster: Gravure For You! Vol.7,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
3159,3161,Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,Unknown,0.46,0.17,0.0,0.01,0.64
10268,10270,Shining Ark,PSP,2013.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11
