,Name,Platform,Year,Genre,Publisher,Global_Sales
10412,Fairy Tail: Portable Guild,PSP,2010.0,Fighting,Konami Digital Entertainment,0.11
9942,The Lord of the Rings: Aragorn's Quest,PSP,2010.0,Action,Warner Bros. Interactive Entertainment,0.12
3578,Army Men: Sarge's Heroes,PS,1999.0,Action,3DO,0.56
3415,Dead or Alive Xtreme Beach Volleyball,XB,2003.0,Sports,Microsoft Game Studios,0.59
12021,Pizza Delivery Boy,Wii,2010.0,Simulation,Majesco Entertainment,0.07
2192,Lego Batman 3: Beyond Gotham,X360,2014.0,Action,Warner Bros. Interactive Entertainment,0.95
1634,Mario Power Tennis,GC,2004.0,Sports,Nintendo,1.22
10034,Ultimate Mortal Kombat,DS,2007.0,Fighting,Midway Games,0.11
6099,Kung Zhu,DS,2010.0,Action,Activision,0.29
757,Syphon Filter 2,PS,2000.0,Shooter,Sony Computer Entertainment,2.15
10643,Harry Potter and the Deathly Hallows - Part 1,PC,2010.0,Action,Electronic Arts,0.1
4292,Vin Diesel: Wheelman,X360,2009.0,Racing,Ubisoft,0.46
638,Ice Hockey,NES,1988.0,Sports,Nintendo,2.42
9727,Final Fantasy XIV: Heavensward,PS4,2015.0,Action,Square Enix,0.12
14049,Gothic Universe,PC,2007.0,Role-Playing,JoWood Productions,0.04
11131,Ikaruga,GC,2003.0,Shooter,Atari,0.09
9991,Hasbro Family Game Night Fun Pack,Wii,2011.0,Misc,Electronic Arts,0.12
15662,Castle Shikigami 2,PS2,2004.0,Shooter,Play It,0.02
6711,Disgaea 2: Dark Hero Days,PSP,2009.0,Role-Playing,Nippon Ichi Software,0.25
8186,Star Wars: Battlefront II,PC,2005.0,Shooter,LucasArts,0.18
1231,The Simpsons Skateboarding,PS2,2002.0,Sports,Electronic Arts,1.52
8063,LEGO Marvel's Avengers,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,0.18
10593,You Don't Know Jack: Mock 2,PS,2000.0,Misc,Vivendi Games,0.1
12867,Vertigo,Wii,2009.0,Strategy,Playlogic Game Factory,0.05
2610,Mega Man 5,NES,1992.0,Platform,Capcom,0.79
582,Medal of Honor,X360,2010.0,Shooter,Electronic Arts,2.62
15763,Divinity: Original Sin,PC,2014.0,Role-Playing,Focus Home Interactive,0.02
12997,Piglet's Big Game,GBA,2003.0,Platform,THQ,0.05
10028,Shining Force NEO,PS2,2005.0,Role-Playing,Sega,0.11
14200,An American Tail: Fievel's Gold Rush,GBA,2002.0,Platform,Conspiracy Entertainment,0.03
8609,Time Hollow,DS,2008.0,Adventure,Konami Digital Entertainment,0.16
5987,WinBack: Covert Operations,PS2,2000.0,Shooter,Midas Interactive Entertainment,0.29
12748,Dr. Muto,XB,2002.0,Platform,Midway Games,0.06
14071,Planescape: Torment,PC,1998.0,Role-Playing,Interplay,0.04
867,Rad Racer,NES,1986.0,Racing,Nintendo,1.96
4982,Shin Megami Tensei: Nocturne,PS2,2003.0,Role-Playing,Ghostlight,0.38
13512,Grand Slam,PS,1997.0,Misc,Virgin Interactive,0.04
10653,Marvel vs. Capcom: Clash of Super Heroes,DC,1999.0,Fighting,Capcom,0.1
819,SoulCalibur II,PS2,2003.0,Fighting,Namco Bandai Games,2.06
15608,Kong: The Animated Series,GBA,2002.0,Action,BAM! Entertainment,0.02
14944,BeatMania IIDX 11: IIDX Red,PS2,2006.0,Simulation,Konami Digital Entertainment,0.02
14718,Aegis of Earth: Protonovus Assault,PS3,2016.0,Action,PQube,0.03
15908,Adventure Time: The Secret of the Nameless,3DS,2014.0,Adventure,Little Orbit,0.02
15127,Ice Age: Dawn of the Dinosaurs,PC,2009.0,Action,Activision,0.02
12870,Shin Sangoku Musou 5 Empires,PSP,2010.0,Action,Tecmo Koei,0.05
7500,Mary-Kate and Ashley: Girls Night Out,GBA,2002.0,Misc,Acclaim Entertainment,0.2
16258,Championship Manager 2010,PC,2009.0,Sports,Eidos Interactive,0.01
13844,PopStar Guitar,PS2,2008.0,Misc,XS Games,0.04
14888,Tenkaichi * Sengoku Lovers,DS,2010.0,Adventure,Rocket Company,0.03
15600,Emergency 2012,DS,2010.0,Simulation,Rondomedia,0.02
426,Dragon Quest VI: Maboroshi no Daichi,SNES,1995.0,Role-Playing,Enix Corporation,3.19
249,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,4.39
5181,Tiger Woods PGA Tour 09,PSP,2008.0,Sports,Electronic Arts,0.36
1023,Uncharted: Golden Abyss,PSV,2011.0,Shooter,Sony Computer Entertainment,1.74
16274,Farming Simulator 15 Expansion Pack,PC,2015.0,Action,Focus Home Interactive,0.01
13020,Project Setsuna,PSV,2016.0,Role-Playing,Square Enix,0.05
1631,The Sims 2: Castaway,Wii,2007.0,Simulation,Electronic Arts,1.23
15760,Discworld II: Mortality Bytes!,PS,1996.0,Adventure,Psygnosis,0.02
533,Battlefield 3,PC,2011.0,Shooter,Electronic Arts,2.79
7491,Jikkyou Powerful Pro Yakyuu 2012,PS3,2012.0,Action,Konami Digital Entertainment,0.21
213,Diddy Kong Racing,N64,1997.0,Racing,Nintendo,4.88
13832,Romance of the Three Kingdoms 13,PS3,2015.0,Action,Tecmo Koei,0.04
8753,Metal Gear Solid V: Ground Zeroes,X360,2014.0,Action,Konami Digital Entertainment,0.15
8191,Fancy Nancy: Tea Party Time!,DS,2010.0,Adventure,THQ,0.18
6007,Dolphin,2600,1983.0,Action,Activision,0.29
5410,Puzzle Quest: Challenge of the Warlords,DS,2007.0,Puzzle,D3Publisher,0.34
1829,Worldwide Soccer Manager 2008,PC,2007.0,Sports,Russel,1.12
6366,Major League Baseball 2K10,Wii,2010.0,Sports,Take-Two Interactive,0.27
3719,Kidou Senshi Gundam: Extreme VS,PS3,2011.0,Fighting,Namco Bandai Games,0.54
3138,Crash of the Titans,PSP,2007.0,Action,Vivendi Games,0.64
10951,GripShift,PSP,2005.0,Racing,Ubisoft,0.09
15843,Otona no Renai Shousetsu: Harlequin Selection,DS,2010.0,Misc,Nintendo,0.02
12754,Fate/Stay Night [Réalta Nua],PSV,2012.0,Adventure,Kadokawa Shoten,0.06
106,Crash Bandicoot 3: Warped,PS,1998.0,Platform,Sony Computer Entertainment,7.13
15827,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008.0,Misc,Sega,0.02
10022,LEGO Knights' Kingdom,GBA,2004.0,Action,THQ,0.11
7942,Remington Super Slam Hunting: North America,Wii,2010.0,Sports,Mastiff,0.19
8216,Green Lantern: Rise of the Manhunters,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,0.17
10749,Descent Maximum,PS,1997.0,Shooter,Interplay Productions,0.1
16458,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008.0,Action,Marvelous Interactive,0.01
527,Hot Shots Golf,PS,1997.0,Sports,Sony Computer Entertainment,2.79
6931,Galaga: Destination Earth,PS,2000.0,Shooter,Hasbro Interactive,0.24
15375,Chuugen no Hasha: Sangoku Shouseiden,PSP,2006.0,Strategy,Namco Bandai Games,0.02
1479,Corvette,PS2,2004.0,Racing,TDK Mediactive,1.33
654,Batman: Arkham Origins,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,2.39
12049,Spartan: Total Warrior,GC,2005.0,Action,Sega,0.07
9445,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011.0,Role-Playing,Square Enix,0.13
12705,Terminator 3: Rise of the Machines,GBA,2003.0,Action,Atari,0.06
472,Star Fox,SNES,1993.0,Shooter,Nintendo,2.99
4031,WWE Wrestlemania X8,GC,2002.0,Fighting,THQ,0.49
10201,Soma Bringer,DS,2008.0,Role-Playing,Nintendo,0.11
4505,Trials Fusion,PS4,2014.0,Racing,Ubisoft,0.43
2617,Drawn to Life,DS,2007.0,Action,THQ,0.79
9972,Armored Core: Verdict Day,PS3,2013.0,Simulation,From Software,0.12
2864,Top Spin 4,PS3,2011.0,Sports,Take-Two Interactive,0.71
14620,101-in-1 Sports Party Megamix,Wii,2010.0,Sports,Nordcurrent,0.03
4497,Madden NFL 2002,N64,2001.0,Sports,Electronic Arts,0.43
1517,Saints Row IV,PS3,2013.0,Action,Deep Silver,1.3
4730,UEFA Euro 2008 Austria-Switzerland,PS3,2008.0,Sports,Electronic Arts,0.41
15201,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007.0,Misc,Sega,0.02
16457,Juggler DS,DS,2008.0,Misc,Commseed,0.01
15029,Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011.0,Adventure,Quinrose,0.02
9907,Jikkyou Powerful Pro Yakyuu 9,GC,2002.0,Sports,Konami Digital Entertainment,0.12
10441,Taiko no Tatsujin: V Version,PSV,2015.0,Action,Namco Bandai Games,0.1
3723,Fire Emblem: Path of Radiance,GC,2005.0,Action,Nintendo,0.54
1402,Bravely Default: Flying Fairy,3DS,2012.0,Role-Playing,Nintendo,1.38
7194,Mobile Suit Gundam Seed,PS2,2003.0,Action,Namco Bandai Games,0.22
175,Donkey Kong 64,N64,1999.0,Platform,Nintendo,5.27
13885,Hatsune Miku: Project Diva X,PS4,2016.0,Misc,Sega,0.04
398,The Legend of Zelda: Majora's Mask,N64,2000.0,Action,Nintendo,3.36
5079,Harry Potter and the Prisoner of Azkaban,GC,2004.0,Action,Electronic Arts,0.38
8986,Guilty Gear X2 #Reload,XB,2004.0,Fighting,Zoo Digital Publishing,0.15
1217,Call of Duty: Black Ops II,PC,2012.0,Shooter,Activision,1.53
9648,Power Pro Kun Pocket 13,DS,2010.0,Sports,Konami Digital Entertainment,0.13
5149,Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,2008.0,Simulation,Game Factory,0.37
14902,War Gods,PS,1996.0,Fighting,GT Interactive,0.03
3012,The Darkness,PS3,2007.0,Shooter,Take-Two Interactive,0.67
4578,Medal of Honor: Rising Sun,GC,2003.0,Shooter,Electronic Arts,0.42
7227,Ms. Pac-Man: Maze Madness,N64,2000.0,Puzzle,Namco Bandai Games,0.22
3477,JoJo's Bizarre Adventure: All Star Battle,PS3,2013.0,Fighting,Namco Bandai Games,0.58
7336,Akiba's Trip: Undead & Undressed,PSV,2013.0,Action,Nippon Ichi Software,0.21
6400,Deadly Premonition,X360,2010.0,Action,Rising Star Games,0.27
1620,Kirby Tilt 'n' Tumble,GB,2000.0,Puzzle,Nintendo,1.23
7358,BloodRayne,XB,2002.0,Shooter,Universal Interactive,0.21
7859,Hexen,N64,1996.0,Shooter,GT Interactive,0.19
9414,Tales of the Heroes: Twin Brave,PSP,2012.0,Role-Playing,Namco Bandai Games,0.13
11945,Loons: The Fight For Fame,XB,2002.0,Action,Atari,0.07
105,Tekken 3,PS,1998.0,Fighting,Sony Computer Entertainment,7.16
1736,Mirror's Edge,X360,2008.0,Platform,Electronic Arts,1.17
975,Professor Layton and the Mask of Miracle,3DS,2011.0,Puzzle,Nintendo,1.78
20,Pokemon Diamond/Pokemon Pearl,DS,2006.0,Role-Playing,Nintendo,18.36
10421,Power Pocket Koushien,DS,2005.0,Sports,Konami Digital Entertainment,0.1
53,Super Mario 3D Land,3DS,2011.0,Platform,Nintendo,10.79
7061,Puss in Boots,X360,2011.0,Action,THQ,0.23
14216,3D Baseball,PS,1996.0,Sports,BMG Interactive Entertainment,0.03
11668,PQ: Practical Intelligence Quotient,PSP,2005.0,Puzzle,D3Publisher,0.08
5839,Lumines ll,PSP,2006.0,Puzzle,Disney Interactive Studios,0.3
8697,The Incredible Hulk: The Pantheon Saga,PS,1996.0,Action,Eidos Interactive,0.16
50,Super Mario Land 2: 6 Golden Coins,GB,1992.0,Adventure,Nintendo,11.18
7201,Aliens vs Predator: Requiem,PSP,2007.0,Action,Vivendi Games,0.22
149,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009.0,Role-Playing,Nintendo,5.84
2826,Star Wars Episode III: Revenge of the Sith,GBA,2005.0,Action,Ubisoft,0.72
13707,Dead Ball Zone,PS,1998.0,Sports,GT Interactive,0.04
12411,SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013.0,Shooter,Activision,0.06
8113,Van Helsing,XB,2007.0,Action,Activision,0.18
9714,Gladiator Begins,PSP,2010.0,Action,PQube,0.12
10422,Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,Midway Games,0.1
8198,Namco Museum: 50th Anniversary,XB,2005.0,Misc,Namco Bandai Games,0.18
15442,Legend of Kay Anniversary,PS4,2015.0,Action,Nordic Games,0.02
16088,Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,2009.0,Adventure,Idea Factory,0.01
14219,Call of Juarez: Bound in Blood,PC,2009.0,Shooter,Ubisoft,0.03
6014,Medieval Moves: Deadmund's Quest,PS3,2011.0,Action,Sony Computer Entertainment,0.29
8152,Cabela's Dangerous Hunts 2009,PS2,2008.0,Sports,Activision Value,0.18
6185,Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004.0,Fighting,Eidos Interactive,0.28
6364,The Incredible Hulk,PS3,2008.0,Action,Sega,0.27
11302,Air Conflicts: Secret Wars,X360,2011.0,Simulation,bitComposer Games,0.08
7059,Risen 2: Dark Waters,PC,2012.0,Role-Playing,Deep Silver,0.23
8419,Matchbox Cross Town Heroes,GBA,2002.0,Racing,THQ,0.17
8033,Borderlands,PC,2009.0,Shooter,Take-Two Interactive,0.18
13343,Galaxy Racers,DS,2010.0,Racing,Ubisoft,0.05
3275,Bahamut Lagoon,SNES,1996.0,Role-Playing,SquareSoft,0.62
2597,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006.0,Fighting,Atari,0.79
14632,1000 Cooking Recipes from ELLE à table,DS,2010.0,Misc,Nintendo,0.03
10426,My First Dollhouse,DS,2010.0,Misc,505 Games,0.1
6706,Sentimental Graffiti,SAT,1998.0,Adventure,NEC Interchannel,0.25
86,Final Fantasy X,PS2,2001.0,Role-Playing,Sony Computer Entertainment,8.05
5891,Skylanders: SuperChargers,PS4,2015.0,Action,Activision,0.3
2505,Madden NFL 17,XOne,2016.0,Sports,Electronic Arts,0.82
4726,Star Wars The Clone Wars: Republic Heroes,DS,2009.0,Action,LucasArts,0.41
8812,Prince of Persia: The Sands of Time,GBA,2003.0,Action,Ubisoft,0.15
6776,Transformers: War for Cybertron (DS Version),DS,2010.0,Shooter,Activision,0.24
6783,Tongari Boushi to Oshare na Mahou Tsukai,DS,2011.0,Action,Konami Digital Entertainment,0.24
4110,Crash: Mind Over Mutant,X360,2008.0,Platform,Vivendi Games,0.48
16006,Secret Game Portable,PSP,2010.0,Adventure,Yeti,0.01
603,Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,2.56
15142,428: Fuusa Sareta Shibuya de,PS3,2009.0,Adventure,Spike,0.02
16247,Ultraman Fighting Evolution 0,PSP,2006.0,Fighting,Banpresto,0.01
3882,The LEGO Movie Videogame,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.51
3201,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,2012.0,Misc,Namco Bandai Games,0.63
1251,SoulCalibur II,GC,2003.0,Fighting,Namco Bandai Games,1.5
14373,Brothers Conflict: Brilliant Blue,PSP,2013.0,Adventure,Idea Factory,0.03
10206,EA Replay,PSP,2006.0,Action,Electronic Arts,0.11
13494,Praetorians,PC,2003.0,Strategy,Eidos Interactive,0.04
5158,Left 4 Dead 2,PC,2009.0,Shooter,Valve Software,0.37
8996,Shadow Hearts: From The New World,PS2,2005.0,Role-Playing,Ghostlight,0.14
2477,Ben 10: Protector of Earth,PS2,2007.0,Action,D3Publisher,0.84
4590,Medal of Honor Heroes 2,Wii,2007.0,Shooter,Electronic Arts,0.42
11213,XIII,GC,2003.0,Shooter,Ubisoft,0.09
2930,NCAA Football 2001,PS,2000.0,Sports,Electronic Arts,0.7
6985,Me & My Katamari,PSP,2005.0,Puzzle,Namco Bandai Games,0.23
8625,FIFA Soccer 96,PS,1995.0,Sports,Electronic Arts,0.16
7496,Battle of Giants: Dinosaurs Strike,Wii,2010.0,Strategy,Ubisoft,0.2
12845,Lernerfolg Vorschule: Capt'n Sharky,DS,2009.0,Misc,Tivola,0.05
610,Game Party,Wii,2007.0,Misc,Midway Games,2.52
12249,Chrysler Classic Racing,Wii,2008.0,Racing,Zoo Games,0.06
8543,Fatal Frame II: Crimson Butterfly,PS2,2003.0,Action,Ubisoft,0.16
1099,Street Fighter II': Special Champion Edition,GEN,1992.0,Fighting,Sega,1.66
11019,Family GameShow,Wii,2009.0,Misc,Zushi Games,0.09
15401,ESPN MLS ExtraTime 2002,GC,2002.0,Sports,Konami Digital Entertainment,0.02
5704,MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011.0,Role-Playing,Capcom,0.31
9617,7th Dragon 2020-II,PSP,2013.0,Role-Playing,Sega,0.13
9168,Heroes over Europe,X360,2009.0,Simulation,Ubisoft,0.14
670,Kirby's Dream Land 2,GB,1995.0,Platform,Nintendo,2.36
14833,Pop Cutie! Street Fashion Simulation (JP sales),DS,2008.0,Simulation,Tecmo Koei,0.03
11691,World Tour Soccer 06,PSP,2006.0,Sports,Sony Computer Entertainment,0.08
6585,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997.0,Role-Playing,Hudson Soft,0.26
7140,Def Jam: Fight for NY,GC,2004.0,Fighting,Electronic Arts,0.22
2683,All-Star Baseball 2003,PS2,2002.0,Sports,Acclaim Entertainment,0.77
9001,Deception IV: Blood Ties,PSV,2014.0,Action,Tecmo Koei,0.14
2282,Colin McRae Rally 2.0,PS,2000.0,Racing,Codemasters,0.91
11373,Super Monkey Ball Adventure,PSP,2006.0,Platform,Sega,0.08
2880,Scooby-Doo 2: Monsters Unleashed,GBA,2004.0,Action,THQ,0.71
15431,Kokoro Connect: Yochi Random,PSP,2012.0,Action,Namco Bandai Games,0.02
13887,Famicom Remix Best Choice,3DS,2015.0,Action,Nintendo,0.04
13719,Chicken Blaster,DS,2009.0,Shooter,Zushi Games,0.04
2462,NCAA Football 11,PS3,2010.0,Sports,Electronic Arts,0.84
84,GoldenEye 007,N64,1997.0,Shooter,Nintendo,8.09
11562,Final Fantasy XI: Vana'diel Collection 2008,PS2,2007.0,Role-Playing,Square Enix,0.08
16552,Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007.0,Fighting,Marvelous Interactive,0.01
2389,NFL GameDay '97,PS,1996.0,Sports,Sony Computer Entertainment,0.87
9462,Steel Battalion: Heavy Armor,X360,2012.0,Misc,Capcom,0.13
4336,Enemy Territory: Quake Wars,X360,2008.0,Shooter,Activision,0.45
12895,Major Minor's Majestic March,Wii,2009.0,Misc,Majesco Entertainment,0.05
7100,MySims Party,Wii,2009.0,Simulation,Electronic Arts,0.23
2805,Oddworld: Munch's Oddysee,XB,2001.0,Platform,Atari,0.73
7791,Dante's Inferno,PSP,2010.0,Action,Electronic Arts,0.19
1823,Rocksmith,X360,2011.0,Misc,Ubisoft,1.12
3167,Gravity Rush,PSV,2012.0,Action,Sony Computer Entertainment,0.64
13323,World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006.0,Misc,Activision,0.05
14937,The Idolmaster: Gravure For You! Vol.7,PS3,2012.0,Action,Namco Bandai Games,0.02
13382,Test Drive Le Mans,PS,1999.0,Racing,Infogrames,0.05
7812,Story of Seasons: Good Friends of the Three Villages,3DS,2016.0,Simulation,Marvelous Interactive,0.19
1146,SpongeBob's Atlantis SquarePantis,DS,2007.0,Action,THQ,1.61
13944,DuckTales: Remastered,X360,2013.0,Action,Capcom,0.04
6808,Pro Yaky? Spirits 2011,PSP,2011.0,Sports,Konami Digital Entertainment,0.24
1507,LEGO Battles,DS,2009.0,Strategy,Warner Bros. Interactive Entertainment,1.31
13076,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006.0,Misc,Nintendo,0.05
14682,Metal Saga: Hagane no Kisetsu,DS,2006.0,Role-Playing,Success,0.03
6055,WWII Aces,Wii,2008.0,Simulation,Destineer,0.29
15748,Just Cause,PC,2006.0,Action,Eidos Interactive,0.02
10154,American Girl: Julie Finds a Way,DS,2007.0,Adventure,THQ,0.11
10157,The History Channel: Battle for the Pacific,Wii,2007.0,Shooter,Activision,0.11
1810,Jampack Winter '98,PS,1998.0,Misc,Sony Computer Entertainment,1.13
8472,Hot Wheels Velocity X,GBA,2002.0,Racing,THQ,0.16
9214,College Hoops 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.14
8180,Captain America: Super Soldier,X360,2011.0,Action,Sega,0.18
11971,Pro Yaky? Spirits 2011,3DS,2011.0,Sports,Konami Digital Entertainment,0.07
794,NBA 2K11,X360,2010.0,Action,Take-Two Interactive,2.09
15962,Imperium Romanum,PC,2008.0,Strategy,Kalypso Media,0.02
15850,Winning Post 7: Maximum 2007,PS3,2007.0,Sports,Tecmo Koei,0.02
12455,Big Bang Mini,DS,2009.0,Shooter,SouthPeak Games,0.06
1542,Yakuman,GB,1989.0,Misc,Nintendo,1.28
14261,SBK 2011: FIM Superbike World Championship,PC,2011.0,Racing,Black Bean Games,0.03
15871,Full House Kiss 2,PS2,2006.0,Adventure,Capcom,0.02
10646,King of Clubs: Mini Golf,Wii,2008.0,Sports,Oxygen Interactive,0.1
2140,FIFA Soccer 2005,XB,2004.0,Sports,Electronic Arts,0.97
2833,NBA Live 08,PS2,2007.0,Sports,Electronic Arts,0.72
11086,Blood: The Last Vampire (Joukan),PS2,2000.0,Adventure,Sony Computer Entertainment,0.09
1319,Red Dead Revolver,PS2,2004.0,Shooter,Take-Two Interactive,1.45
10493,Shrek: Forever After,X360,2010.0,Platform,Activision,0.1
725,New Super Luigi U,WiiU,2013.0,Platform,Nintendo,2.22
15443,NHL 09,PC,2008.0,Sports,Electronic Arts,0.02
15161,Lode Runner,DS,2006.0,Puzzle,Hudson Entertainment,0.02
309,MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,3.88
5596,Tekken 6,PSP,2009.0,Fighting,Namco Bandai Games,0.32
6507,Madden NFL 2005,DS,2004.0,Sports,Electronic Arts,0.26
9562,All-Star Baseball 2004,XB,2003.0,Sports,Acclaim Entertainment,0.13
11704,Madden NFL 17,PS3,2016.0,Sports,Electronic Arts,0.08
11490,High Heat Major League Baseball 2004,XB,2003.0,Sports,3DO,0.08
8822,The Sims Medieval: Pirates and Nobles,PC,2011.0,Simulation,Electronic Arts,0.15
4268,The Mark of Kri,PS2,2002.0,Action,Sony Computer Entertainment,0.46
15237,Mind over Matter,DS,2010.0,Puzzle,505 Games,0.02
3838,We Love Katamari,PS2,2005.0,Puzzle,Electronic Arts,0.52
6485,Jikkyou Powerful Pro Yakyuu 2013,PS3,2013.0,Sports,Konami Digital Entertainment,0.26
16486,Case Closed: One Truth Prevails,Wii,2007.0,Adventure,Nobilis,0.01
5751,Cabela's Outdoor Adventures (2009),Wii,2009.0,Sports,Activision Value,0.31
11292,Captain Tsubasa: New Kick Off,DS,2010.0,Sports,Konami Digital Entertainment,0.08
2365,Endless Ocean: Blue World,Wii,2009.0,Simulation,Nintendo,0.88
3636,Daytona USA,SAT,1994.0,Racing,Sega,0.55
1795,The Lord of the Rings: The Return of the King,XB,2003.0,Action,Electronic Arts,1.14
2232,Spider-Man,2600,1981.0,Action,Parker Bros.,0.93
14722,Max Payne 2: The Fall of Max Payne,PC,2003.0,Shooter,Take-Two Interactive,0.03
1344,NCAA Football 2003,PS2,2002.0,Sports,Electronic Arts,1.44
9808,Macross Triangle Frontier,PSP,2011.0,Action,Namco Bandai Games,0.12
7904,International Soccer,2600,1981.0,Sports,Mattel Interactive,0.19
12727,Lost Kingdoms II,GC,2003.0,Role-Playing,Activision,0.06
4480,SingStar Motown,PS2,2009.0,Misc,Sony Computer Entertainment,0.44
13031,Sengoku Basara X,PS2,2008.0,Fighting,Capcom,0.05
12829,Medal of Honor: Airborne,PC,2007.0,Shooter,Electronic Arts,0.05
6603,Nickelodeon Dance,Wii,2011.0,Misc,Take-Two Interactive,0.26
3757,Jewel Master Egypt,DS,2009.0,Puzzle,Rondomedia,0.53
11469,The King of Fighters '96,PS,1997.0,Fighting,SNK,0.08
7083,Barbie and the Three Musketeers,Wii,2009.0,Adventure,Activision,0.23
8049,International Superstar Soccer 2000 (JP weekly sales),N64,1999.0,Sports,Konami Digital Entertainment,0.18
10869,Field & Stream: Total Outdoorsman Challenge,X360,2010.0,Sports,505 Games,0.09
10342,Science Papa,DS,2009.0,Misc,Activision,0.11
4446,The Darkness,X360,2007.0,Shooter,Take-Two Interactive,0.44
9183,Lips: I Love The 80s,X360,2010.0,Misc,Microsoft Game Studios,0.14
8254,Kekkaishi: Karasumori Ayakashi Kidan,DS,2007.0,Action,Namco Bandai Games,0.17
24,Grand Theft Auto: Vice City,PS2,2002.0,Action,Take-Two Interactive,16.15
13918,Rodea the Sky Soldier,3DS,2015.0,Action,Nippon Ichi Software,0.04
3497,Parasite Eve II,PS,1999.0,Role-Playing,SquareSoft,0.58
16285,Root Double: Before Crime After Days,X360,2012.0,Action,Yeti,0.01
14173,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011.0,Role-Playing,Hudson Soft,0.03
6728,Porky's,2600,1982.0,Action,20th Century Fox Video Games,0.25
2375,Spec Ops: Ranger Elite,PS,2001.0,Shooter,TalonSoft,0.87
4096,Millipede,2600,1983.0,Shooter,Atari,0.48
11398,Major League Baseball 2K11,PC,2011.0,Sports,Take-Two Interactive,0.08
4406,Karaoke Revolution,Wii,2009.0,Misc,Konami Digital Entertainment,0.45
331,The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,3.73
5775,Madagascar,DS,2005.0,Platform,Activision,0.31
14379,Medabots 9: Metabee / Rokusho,3DS,2015.0,Role-Playing,Rocket Company,0.03
6388,Scooby-Doo! and the Spooky Swamp,PS2,2010.0,Action,Warner Bros. Interactive Entertainment,0.27
4616,Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008.0,Fighting,Namco Bandai Games,0.42
996,BioShock Infinite,PS3,2013.0,Shooter,Take-Two Interactive,1.76
5043,MediEvil II,PS,1999.0,Action,Sony Computer Entertainment,0.38
4522,Wonder Project J: Kikai no Shonen Pino,SNES,1994.0,Simulation,Enix Corporation,0.43
11116,Kurikin: Nano Island Story,DS,2007.0,Role-Playing,Nintendo,0.09
1646,Max Payne,XB,2001.0,Shooter,Take-Two Interactive,1.22
1841,NBA Jam Tournament Edition,GEN,1994.0,Sports,Acclaim Entertainment,1.11
16142,WSC REAL 09: World Snooker Championship,PS3,2009.0,Sports,Deep Silver,0.01
1847,Guitar Hero 5,PS3,2009.0,Misc,Activision,1.1
6576,Tokyo Jungle,PS3,2012.0,Action,Sony Computer Entertainment,0.26
4804,Advance Wars: Dual Strike,DS,2005.0,Strategy,Nintendo,0.4
3527,Petz Wild Animals: Tigerz,DS,2008.0,Simulation,Ubisoft,0.57
5649,Marvel Nemesis: Rise of the Imperfects,PSP,2005.0,Fighting,Electronic Arts,0.32
11489,Harry Potter and the Sorcerer's Stone,GC,2003.0,Action,Electronic Arts,0.08
15327,Commando: Steel Disaster,DS,2008.0,Shooter,Lexicon Entertainment,0.02
10865,Forever Kingdom,PS2,2001.0,Role-Playing,From Software,0.09
10972,Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005.0,Shooter,Eidos Interactive,0.09
13658,Heroes of Might and Magic V,PC,2006.0,Strategy,Ubisoft,0.04
13238,Next Generation of Chaos,PS2,2002.0,Role-Playing,Idea Factory,0.05
2057,PES 2009: Pro Evolution Soccer,X360,2008.0,Sports,Konami Digital Entertainment,1.0
15974,Misshitsu no Sacrifice,PSP,2010.0,Adventure,D3Publisher,0.02
